Table S4. LC-TOF-MS data from negative and positive ion modes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data shown are peak areas for each mass feature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ctr = control sample, sample = aphid-treated sample",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,controls for 2 h samples,,,,,,controls for 4h samples,,,,,controls for 8 h samples,,,,,controls for 24 h samples,,,,,controls for  48 h samples,,,,,controls for 96 h samples,,,,,2 h samples,,,,,4 h samples,,,,,8 h samples,,,,,24 h samples,,,,,48 h samples,,,,,96 h samples,,,,
Ion mode,m/z,retention time,ID,ctr_2h_1,ctr_2h_2,ctr_2h_3,ctr_2h_4,ctr_2h_5,ctr_4h_1,ctr_4h_2,ctr_4h_3,ctr_4h_4,ctr_4h_5,ctr_8h_1,ctr_8h_2,ctr_8h_3,ctr_8h_4,ctr_8h_5,ctr_24h_1,ctr_24h_2,ctr_24h_3,ctr_24h_4,ctr_24h_5,ctr_48h_1,ctr_48h_2,ctr_48h_3,ctr_48h_4,ctr_48h_5,ctr_96h_1,ctr_96h_2,ctr_96h_3,ctr_96h_4,ctr_96h_5,sample_2h_1,sample_2h_2,sample_2h_3,sample_2h_4,sample_2h_5,sample_4h_1,sample_4h_2,sample_4h_3,sample_4h_4,sample_4h_5,sample_8h_1,sample_8h_2,sample_8h_3,sample_8h_4,sample_8h_5,sample_24h_1,sample_24h_2,sample_24h_3,sample_24h_4,sample_24h_5,sample_48h_1,sample_48h_2,sample_48h_3,sample_48h_4,sample_48h_5,sample_96h_1,sample_96h_2,sample_96h_3,sample_96h_4,sample_96h_5
Negative,634.8896448,55.74020412,N1016-634.9-55.7,3370.6,3368.4,3366.2,3364,3361.7,3381.73063957095,3379.50849709389,3377.28635461682,3375.06421213975,3372.84206966268,3337.28779002961,3335.06564755254,3332.84350507547,3330.62136259841,3328.39922012134,3403.95206434163,3401.72992186456,3399.50777938749,3397.28563691042,3395.06349443336,3395.063494,3348.398502,3346.17636,3343.954217,3341.732075,3348.39850241494,3346.17635993788,3343.95421746081,3341.73207498374,3339.50993250667,3163.667507,4228.683181,7053.941771,3372.801964,3378.71676,2661.268281,3446.539864,5098.083091,3941.876468,3716.209731,4549.557212,3686.878777,4410.589396,3720.402502,4364.182171,2217.947225,3626.416176,5880.271519,3486.607551,3301.808321,3091.005432,3246.161179,3181.559273,4021.651541,5516.267986,3253.995843,2284.987573,5249.718282,5988.104359,5565.217825
Negative,636.889239,56.80207847,N1017-636.9-56.8,1537.9,1535.7,1533.6,1531.5,1529.3,1548.49978318454,1546.37045535496,1544.24112752537,1542.11179969579,1539.98247186621,1505.91322659292,1503.78389876334,1501.65457093376,1499.52524310418,1497.3959152746,1569.79306148034,1567.66373365076,1565.53440582118,1563.4050779916,1561.27575016202,1561.27575,1516.559866,1514.430538,1512.30121,1510.171882,1516.55986574082,1514.43053791124,1512.30121008166,1510.17188225208,1508.0425544225,1566.485459,2264.455944,916.7573563,886.7123859,67.46946754,858.6313532,2235.424645,3376.66803,1300.423606,752.2511557,2512.468808,1364.78624,1457.282743,2022.017561,383.8238714,659.4302514,2093.535137,1622.627888,2015.023481,1037.973581,1604.641562,1290.240746,1203.633877,1765.464341,1353.277695,669.0975068,1038.609769,1508.628624,1894.260185,2203.615407
Negative,637.1069942,358.2002718,N1018-637.1-358.2,8146.4,8173.9,8201.5,8229,8256.6,8008.66930280866,8036.21481414639,8063.76032548412,8091.30583682185,8118.85134815958,8559.57952956326,8587.12504090099,8614.67055223872,8642.21606357645,8669.76157491418,7733.21418943136,7760.75970076909,7788.30521210682,7815.85072344455,7843.39623478228,7843.396235,8421.851973,8449.397484,8476.942996,8504.488507,8421.85197287461,8449.39748421234,8476.94299555007,8504.4885068878,8532.03401822553,12306.56112,13592.49651,8777.164739,7840.359563,6865.582075,5592.783169,10335.76881,8963.880866,8582.548972,12921.55361,10268.01809,10173.60305,13015.30239,10974.36887,8825.730557,7335.695142,8587.009604,11204.13916,10506.87209,8680.601384,6037.714911,11501.63353,6440.099808,10831.39242,10500.73824,11997.13622,8350.163976,8947.664668,9385.207823,15746.70369
Negative,637.1395956,433.017137,N1019-637.1-433.0,5587.1,5527.4,5467.7,5408,5348.3,5885.45832635661,5825.77711114473,5766.09589593286,5706.41468072098,5646.73346550911,4691.83402211912,4632.15280690725,4572.47159169537,4512.7903764835,4453.10916127163,6482.27047847535,6422.58926326348,6362.9080480516,6303.22683283973,6243.54561762785,6243.545618,4990.240098,4930.558883,4870.877668,4811.196453,4990.24009817849,4930.55888296662,4870.87766775475,4811.19645254287,4751.515237331,5903.747811,6787.635794,6910.694431,8136.642625,8034.939349,5287.639399,6333.338605,6071.332389,6161.267802,8298.17126,7142.267943,5273.649717,5868.068105,6043.215929,8545.935306,5515.312746,5380.506177,6290.645523,7531.065911,8769.161341,5449.066982,5917.321435,3834.002975,5852.260139,9750.16167,7478.076081,6590.205127,5680.600092,8621.824853,8289.769884
Negative,637.1395158,485.4746633,N1020-637.1-485.5,11417.1,11323.5,11229.8,11136.1,11042.5,11885.441706607,11791.7767364642,11698.1117663213,11604.4467961785,11510.7818260357,10012.1423037506,9918.47733360786,9824.81236346504,9731.14739332223,9637.48242317941,12822.0914080351,12728.4264378923,12634.7614677495,12541.0964976067,12447.4315274639,12447.43153,10480.46715,10386.80218,10293.13721,10199.47224,10480.4671544647,10386.8021843219,10293.1372141791,10199.4722440363,10105.8072738934,12425.80323,11360.02472,11590.55397,12251.33722,14376.24455,11126.96972,12327.69728,11888.56403,12160.83505,13399.65873,13260.60527,13244.1984,11616.38475,13730.28022,17168.52005,10317.42491,10124.41612,12464.18111,10634.46588,15409.93985,5919.477513,11875.11327,9581.551015,10374.95288,17494.07889,11965.86307,10922.74369,10335.31391,14926.44682,13605.30878
Negative,637.3941199,1576.884672,"N1021-637.4-1,576.9",4529.6,4505.8,4481.9,4458.1,4434.2,4648.79208674001,4624.95181862973,4601.11155051946,4577.27128240919,4553.43101429891,4171.98672453451,4148.14645642424,4124.30618831396,4100.46592020369,4076.62565209341,4887.19476784276,4863.35449973248,4839.51423162221,4815.67396351193,4791.83369540166,4791.833695,4291.188065,4267.347797,4243.507529,4219.667261,4291.18806508589,4267.34779697561,4243.50752886534,4219.66726075506,4195.82699264479,7938.665446,10750.10516,10470.71859,24406.27623,17764.26529,9469.021154,16755.71938,34640.42122,17876.04436,22102.34391,7264.541469,13095.72837,22646.98913,39650.06385,16907.58695,10670.9999,9160.994249,8189.575577,12962.605,20805.01269,6663.307124,7451.32872,17286.77163,9103.390572,35047.04226,13343.22888,2888.029928,7199.265787,9158.336838,13647.15199
Negative,638.1096774,357.8606317,N1022-638.1-357.9,1998.8,2001.8,2004.8,2007.9,2010.9,1983.6331973866,1986.66378339246,1989.69436939832,1992.72495540417,1995.75554141003,2044.24491750375,2047.27550350961,2050.30608951546,2053.33667552132,2056.36726152718,1953.32733732803,1956.35792333389,1959.38850933974,1962.4190953456,1965.44968135146,1965.449681,2029.091987,2032.122573,2035.153159,2038.183745,2029.09198747446,2032.12257348032,2035.15315948618,2038.18374549203,2041.21433149789,2711.030582,2909.207298,821.0010286,3089.868208,3560.588901,2434.668649,2144.580727,1528.503323,1871.183981,3735.794986,2658.569006,1228.312951,3259.538648,4505.765136,3339.327998,1978.986537,2322.123562,1861.975623,3763.599079,4303.127325,1485.119553,2864.725201,816.2621354,2713.130389,3564.985743,2715.742096,1772.71326,1171.83769,2439.700633,3354.318786
Negative,275.2003556,1550.83548,"N102-275.2-1,550.8",771.9,760.9,749.9,738.9,727.8,827.039181537329,816.017745782249,804.996310027169,793.974874272089,782.95343851701,606.610466435732,595.589030680652,584.567594925572,573.546159170492,562.524723415412,937.253539088128,926.232103333048,915.210667577968,904.189231822888,893.167796067808,893.1677961,661.7176452,650.6962095,639.6747737,628.6533379,661.717645211131,650.696209456051,639.674773700971,628.653337945891,617.631902190811,1124.783916,904.0545252,928.4316225,1096.61737,1699.230159,699.3861697,1494.202952,1039.990537,1098.115274,1106.43004,1090.243724,1010.827402,1143.437014,1886.977048,1839.419353,575.6513671,1528.099054,1026.501535,1071.936753,1898.393215,517.8539728,838.8348909,1121.147549,923.3099516,2516.250888,831.6723651,897.610376,952.1453571,1634.41712,2215.312028
Negative,638.1354887,533.040773,N1023-638.1-533.0,27011.4,26861.5,26711.6,26561.7,26411.8,27760.9110071633,27611.0130563752,27461.1151055871,27311.217154799,27161.3192040108,24762.9519914009,24613.0540406128,24463.1560898247,24313.2581390366,24163.3601882485,29259.8905150445,29109.9925642564,28960.0946134683,28810.1966626802,28660.298711892,28660.29871,25512.44175,25362.54379,25212.64584,25062.74789,25512.4417453415,25362.5437945534,25212.6458437653,25062.7478929772,24912.8499421891,15644.31011,16472.48527,15638.16255,46000.11905,67120.38416,15060.6802,17491.55524,15146.42727,44085.23424,77363.75691,19007.69821,17911.21413,16935.23447,75654.17401,55573.22988,16811.94255,15163.31525,14979.79666,47284.39168,80944.80811,12197.60094,17169.20158,10941.89168,46583.38296,81306.50855,16542.73824,13935.68677,15192.32278,54656.52668,61892.42523
Negative,638.1379262,464.1448141,N1024-638.1-464.1,6102.8,6124.8,6146.8,6168.9,6190.9,5992.51933551584,6014.56653068908,6036.61372586232,6058.66092103556,6080.7081162088,6433.46323898063,6455.51043415387,6477.5576293271,6499.60482450034,6521.65201967358,5772.04738378345,5794.09457895669,5816.14177412993,5838.18896930317,5860.23616447641,5860.236164,6323.227263,6345.274458,6367.321653,6389.368849,6323.22726311443,6345.27445828767,6367.32165346091,6389.36884863415,6411.41604380739,7138.38576,9338.176152,9236.983923,5042.836861,2212.286903,6770.76228,8162.627516,7418.741454,5288.038346,2317.890706,5088.673849,9605.322855,9898.556767,3524.856584,3053.063576,5677.790822,8708.427984,8887.153992,4550.908175,1693.046701,8339.972942,9375.561345,9040.442401,5216.371683,964.2933369,4836.502756,6707.874879,9225.51357,5836.937477,3487.854572
Negative,638.1352563,506.3179747,N1025-638.1-506.3,27202.4,26912.3,26622.1,26332,26041.9,28653.0501683062,28362.9182645528,28072.7863607995,27782.6544570461,27492.5225532927,22850.4120932385,22560.2801894851,22270.1482857317,21980.0163819783,21689.8844782249,31554.3692058401,31264.2373020867,30974.1053983334,30683.97349458,30393.8415908266,30393.84159,24301.07161,24010.93971,23720.8078,23430.6759,24301.0716120054,24010.939708252,23720.8078044986,23430.6759007452,23140.5439969918,16851.53635,16085.47126,14592.27309,33847.56617,80912.49323,15289.66055,13856.18589,14437.17165,45915.35698,81496.92352,13645.82518,15808.45581,16284.4702,79381.1248,52971.85656,16069.62193,16317.0123,17347.8148,49013.38531,74296.76117,14209.52456,15779.1126,12484.20449,50274.68112,36109.81734,15184.39564,16911.459,14011.54829,50901.54878,88537.06673
Negative,638.397332,1576.850823,"N1026-638.4-1,576.9",1492.3,1486.8,1481.3,1475.8,1470.3,1519.70541829472,1514.21642820573,1508.72743811674,1503.23844802774,1497.74945793875,1409.92561651487,1404.43662642587,1398.94763633688,1393.45864624789,1387.96965615889,1574.59531918465,1569.10632909566,1563.61733900667,1558.12834891767,1552.63935882868,1552.639359,1437.370567,1431.881577,1426.392587,1420.903597,1437.37056695983,1431.88157687084,1426.39258678184,1420.90359669285,1415.41460660386,2616.426895,3529.866752,3829.509223,8414.339385,6275.215015,3194.519444,6571.41406,14073.9933,6564.302102,9880.748613,1857.619715,4553.686907,10206.06917,15312.27484,6418.8252,3971.087982,3070.856156,3255.820877,4320.080865,7200.14379,1101.120609,2228.222945,6358.553195,3480.099878,13404.36721,4505.336647,1472.21432,2570.273149,3028.110865,5313.851714
Negative,638.6397296,464.3461454,N1027-638.6-464.3,2802.7,2810.3,2817.9,2825.5,2833.1,2764.66742162162,2772.27439118109,2779.88136074057,2787.48833030004,2795.09529985951,2916.8068128111,2924.41378237058,2932.02075193005,2939.62772148952,2947.234691049,2688.59772602687,2696.20469558635,2703.81166514582,2711.4186347053,2719.02560426477,2719.025604,2878.771965,2886.378935,2893.985904,2901.592874,2878.77196501373,2886.3789345732,2893.98590413268,2901.59287369215,2909.19984325163,3443.538981,2244.430878,2256.074737,1194.309929,0,4612.404398,1679.056237,4593.994814,1147.689349,600.0269146,4490.417982,5070.737681,4527.466664,1282.04355,1221.08307,4342.887235,5048.361299,4327.032656,1772.584243,12.96024705,4325.257737,3113.228544,5657.280577,2644.485909,475.6680868,2831.08271,5332.990218,3376.659701,2244.425917,117.0462522
Negative,638.9954449,68.20823116,N1028-639.0-68.2,2586.5,2622.9,2659.3,2695.8,2732.2,2404.43124148403,2440.84748519732,2477.2637289106,2513.67997262389,2550.09621633717,3132.75611574973,3169.17235946302,3205.5886031763,3242.00484688959,3278.42109060287,2040.26880435118,2076.68504806447,2113.10129177775,2149.51753549104,2185.93377920432,2185.933779,2950.674897,2987.091141,3023.507385,3059.923628,2950.67489718331,2987.09114089659,3023.50738460988,3059.92362832316,3096.33987203645,1404.806405,2760.912426,1978.598138,1584.847544,1834.550764,902.8917117,2079.986776,939.6018415,1009.543126,1904.122773,2502.089344,2706.143496,1557.099202,2119.088948,2935.054158,1153.491823,1722.172135,2232.829334,4035.725244,581.2264171,871.3239152,2983.711676,1143.4018,897.6811177,2733.304042,3129.180541,3623.870025,2911.240318,3780.579337,3054.33736
Negative,639.1388032,532.8936394,N1029-639.1-532.9,4564.7,4520.6,4476.6,4432.5,4388.5,4784.90155373208,4740.85275987519,4696.8039660183,4652.7551721614,4608.70637830451,3903.92567659422,3859.87688273733,3815.82808888044,3771.77929502355,3727.73050116665,5225.38949230101,5181.34069844412,5137.29190458723,5093.24311073033,5049.19431687344,5049.194317,4124.169646,4080.120852,4036.072058,3992.023264,4124.16964587869,4080.1208520218,4036.0720581649,3992.02326430801,3947.97447045112,3033.266669,3452.100375,1484.557181,10102.04979,11809.65629,2469.888606,2749.22113,1316.933071,8030.170342,14703.7484,3471.889603,3155.255019,1780.69873,11955.89591,11008.64856,1244.583544,2679.064972,1206.840868,12015.08254,21704.7768,2668.98995,3141.232325,1485.92894,9017.248927,8188.133424,2990.494383,2416.593879,1913.626848,10261.09349,12317.77824
Negative,639.1388452,506.5074086,N1030-639.1-506.5,5103.1,5080.4,5057.6,5034.9,5012.2,5216.71503113737,5193.9886098712,5171.26218860502,5148.53576733884,5125.80934607267,4762.18660581385,4739.46018454767,4716.73376328149,4694.00734201532,4671.28092074914,5443.97924379914,5421.25282253296,5398.52640126678,5375.79998000061,5353.07355873443,5353.073559,4875.818712,4853.092291,4830.36587,4807.639448,4875.81871214473,4853.09229087855,4830.36586961237,4807.6394483462,4784.91302708002,1563.936961,3068.103134,1841.956656,6876.428681,13854.14328,2424.152987,3432.885236,735.5460069,7226.054003,5374.263864,4127.687056,1883.132547,1727.700529,10163.59754,11150.68451,2399.641834,3593.612344,912.4569372,11958.67379,15499.99557,3190.943791,2923.900171,1013.720173,8837.774938,10227.26642,3712.887189,3151.609692,2159.798082,9338.981388,11612.8663
Negative,640.1505814,546.6669041,N1031-640.2-546.7,8833.3,8698.7,8564.1,8429.5,8294.9,9506.3552566063,9371.74982669074,9237.14439677518,9102.53896685962,8967.93353694407,6814.24665829513,6679.64122837958,6545.03579846402,6410.43036854846,6275.8249386329,10852.4095557618,10717.8041258463,10583.1986959307,10448.5932660152,10313.9878360996,10313.98784,7487.273808,7352.668378,7218.062948,7083.457518,7487.27380787293,7352.66837795737,7218.06294804181,7083.45751812625,6948.85208821069,8820.272584,8598.781055,4493.582614,23322.78088,24882.66304,5567.372914,3519.254754,5055.458609,15393.66515,21248.92078,7145.767498,8734.899957,6279.840013,24940.36327,19537.03989,4438.858491,5394.693614,7007.550563,20438.49628,30294.51656,2600.354516,6248.304757,4296.559326,21432.46014,26765.78004,7638.311905,5211.905348,5329.148305,30209.051,25609.59123
Negative,640.1506432,435.8946526,N1032-640.2-435.9,2089.9,2090,2090.1,2090.1,2090.2,2089.43839699275,2089.52720860397,2089.61602021518,2089.70483182639,2089.79364343761,2091.21462921703,2091.30344082824,2091.39225243946,2091.48106405067,2091.56987566188,2088.55028088062,2088.63909249183,2088.72790410304,2088.81671571426,2088.90552732547,2088.905527,2090.770571,2090.859383,2090.948194,2091.037006,2090.77057116096,2090.85938277217,2090.94819438339,2091.0370059946,2091.12581760581,979.6079445,1851.90518,1081.211323,6424.584595,8188.127234,3073.716107,1950.835921,1917.574945,6030.850913,8504.806289,1655.067192,2312.292661,768.7433145,12133.04112,11080.85392,1734.014881,1642.582754,584.5985377,8274.708971,11971.58037,1117.054845,1049.366369,363.2888636,3321.023464,14777.86877,2740.792335,2153.433394,1490.124943,13744.72732,10476.87544
Negative,275.2016549,1202.464122,"N103-275.2-1,202.5",38193.5,37788.8,37384,36979.3,36574.6,40217.1614432484,39812.4306548327,39407.699866417,39002.9690780013,38598.2382895856,32122.5456749343,31717.8148865186,31313.0840981029,30908.3533096872,30503.6225212715,44264.4693274054,43859.7385389897,43455.007750574,43050.2769621583,42645.5461737426,42645.54617,34146.19962,33741.46883,33336.73804,32932.00725,34146.1996170128,33741.4688285971,33336.7380401814,32932.0072517657,32527.27646335,46478.92494,40192.27508,40088.15434,50846.29003,56863.8389,48536.77706,47250.55246,67106.36441,55107.4254,130773.8145,44147.67544,46613.06041,54702.22261,94093.58669,53774.38784,44861.45011,42103.46903,48974.93987,55048.16159,57238.45687,33404.71809,43926.80399,55009.60805,47600.48361,72721.65675,46605.31583,51278.90954,74465.74578,54538.56159,81661.95122
Negative,640.1491095,346.206118,N1033-640.1-346.2,1622.3,1608.4,1594.6,1580.7,1566.8,1691.662344873,1677.7928469596,1663.92334904619,1650.05385113278,1636.18435321937,1414.27238660483,1400.40288869143,1386.53339077802,1372.66389286461,1358.7943949512,1830.35732400709,1816.48782609368,1802.61832818027,1788.74883026686,1774.87933235346,1774.879332,1483.619876,1469.750378,1455.88088,1442.011382,1483.61987617188,1469.75037825847,1455.88088034506,1442.01138243165,1428.14188451824,1938.225099,2024.083512,1574.194269,1922.788072,2968.810723,2132.629693,980.2746863,607.8020178,861.9583349,1009.001387,2280.639831,4340.667914,1722.655831,3795.460267,4240.617157,2289.775102,1745.529485,1515.163842,1856.307495,3500.106182,1091.304102,1155.605806,829.0692588,1434.256246,4942.521261,2769.46751,2209.174751,900.1114487,2335.074763,2038.616121
Negative,641.1157876,572.958802,N1034-641.1-573.0,5794.8,5799.7,5804.7,5809.6,5814.6,5769.99456735284,5774.94798410219,5779.90140085154,5784.85481760088,5789.80823435023,5869.0629023398,5874.01631908915,5878.9697358385,5883.92315258784,5888.87656933719,5720.46039985936,5725.41381660871,5730.36723335805,5735.3206501074,5740.27406685675,5740.274067,5844.295819,5849.249235,5854.202652,5859.156069,5844.29581859306,5849.24923534241,5854.20265209176,5859.1560688411,5864.10948559045,5568.917105,8485.288621,6562.624466,5027.095777,6672.110943,4677.486934,5403.577825,6983.543754,5303.737005,5162.414479,6066.60683,5763.576998,8541.697508,2015.986885,2316.749217,4256.687781,6294.953225,7036.495076,2846.050403,3533.397073,4128.164389,2215.509668,5156.195735,4943.113321,7204.888812,8299.76285,4917.864476,4949.621724,10917.43773,3928.823986
Negative,641.1530748,546.7649422,N1035-641.2-546.8,1939.7,1931.9,1924.1,1916.3,1908.5,1978.73663228765,1970.93343764841,1963.13024300917,1955.32704836993,1947.52385373069,1822.67273950285,1814.86954486361,1807.06635022436,1799.26315558512,1791.45996094588,2056.76857868006,2048.96538404082,2041.16218940158,2033.35899476234,2025.5558001231,2025.5558,1861.688713,1853.885518,1846.082323,1838.279129,1861.68871269905,1853.88551805981,1846.08232342057,1838.27912878133,1830.47593414209,1321.611843,2633.366339,866.1301434,4729.602886,4751.34716,1798.029348,1880.003797,652.8725852,2813.510115,5636.203558,1741.445787,714.5748699,1834.706795,4059.73017,4756.539648,719.3650626,980.8079861,815.0427694,5425.555691,6477.798371,557.218763,1517.117916,711.6908676,4916.828353,7569.446532,1477.42339,977.9079237,863.9196289,7080.735997,5807.634404
Negative,641.2757768,1417.348187,"N1036-641.3-1,417.3",980.7,968.7,956.7,944.8,932.8,1040.43959315535,1028.4836541828,1016.52771521025,1004.57177623771,992.615837265164,801.320813704407,789.36487473186,777.408935759313,765.452996786765,753.497057814218,1159.99898288082,1148.04304390828,1136.08710493573,1124.13116596318,1112.17522699063,1112.175227,861.1005086,849.1445696,837.1886306,825.2326916,861.100508567144,849.144569594597,837.188630622049,825.232691649502,813.276752676955,2375.418361,1707.868142,1704.219856,1566.186778,1267.644314,2036.653087,3526.198588,2362.100738,2422.448058,1423.356939,1788.358923,1943.67643,1401.399945,327.3943356,1137.167261,1996.623096,2499.376017,1847.967356,2613.252196,679.0515481,1296.383653,1874.636369,1782.436125,1490.057726,1651.299379,2316.184486,2264.581116,325.4315408,1957.654557,1303.068833
Negative,643.1274946,532.8423877,N1037-643.1-532.8,106357.2,106253,106148.8,106044.7,105940.5,106877.981298884,106773.81734411,106669.653389337,106565.489434564,106461.325479791,104794.702203419,104690.538248646,104586.374293873,104482.2103391,104378.046384327,107919.620846616,107815.456891842,107711.292937069,107607.128982296,107502.965027523,107502.965,105315.522,105211.358,105107.1941,105003.0301,105315.521977285,105211.358022512,105107.194067739,105003.030112966,104898.866158193,152825.1751,177571.4817,155358.1531,148198.4955,71772.68045,161470.2696,131072.5176,146789.2214,133386.533,40343.85535,142938.1521,67165.32844,227338.5439,45665.95914,58993.5978,148717.8758,110304.1352,85965.58439,118129.0213,73557.63783,97762.06529,173414.4127,123004.2746,99166.7293,48891.2615,148843.7712,119426.2177,150538.5935,121984.5265,104437.69
Negative,643.1272765,504.5259081,N1038-643.1-504.5,57157.8,57042.6,56927.5,56812.4,56697.3,57733.3879054676,57618.2643910457,57503.1408766237,57388.0173622018,57272.8938477798,55430.9176170286,55315.7941026066,55200.6705881847,55085.5470737627,54970.4235593408,58884.6230496872,58769.4995352652,58654.3760208433,58539.2525064213,58424.1289919994,58424.12899,56006.53519,55891.41167,55776.28816,55661.16465,56006.5351891384,55891.4116747164,55776.2881602944,55661.1646458725,55546.0411314505,34484.83464,36326.90559,109088.9544,35299.11019,18267.83045,54013.91556,142339.2053,37465.88648,34572.64071,16361.89641,36848.19582,41736.52083,44895.32461,49100.90506,22753.77182,40363.47313,39930.38544,38349.39406,29430.65988,16297.03129,39458.42982,102940.377,51992.60065,82472.46606,14884.24593,31953.55273,128382.5739,116192.6651,39725.11965,22580.47206
Negative,643.221386,407.9596753,N1039-643.2-408.0,2681,2652,2622.9,2593.9,2564.8,2826.37517468537,2797.31007141335,2768.24496814134,2739.17986486933,2710.11476159732,2245.07310924511,2216.0080059731,2186.94290270109,2157.87779942907,2128.81269615706,3117.0262074055,3087.96110413348,3058.89600086147,3029.83089758946,3000.76579431744,3000.765794,2390.398626,2361.333522,2332.268419,2303.203316,2390.39862560518,2361.33352233316,2332.26841906115,2303.20331578914,2274.13821251713,4048.756624,4092.824795,4772.494677,7628.25307,22084.70313,3815.42381,4642.912194,3334.546475,4911.229923,4590.412062,5315.61737,6204.838789,4378.232224,7058.783719,6336.310618,5291.560353,3908.782918,2309.567419,5037.028799,5780.654839,538.3620818,4074.205424,2802.452625,1577.88594,12963.76004,3214.353739,2549.897115,3523.722426,3600.427112,2986.966189
Negative,643.2934435,933.8765046,N1040-643.3-933.9,1163.9,1145.7,1127.5,1109.4,1091.2,1254.68168622101,1236.51766314036,1218.3536400597,1200.18961697905,1182.02559389839,891.401224607919,873.237201527264,855.073178446609,836.909155365954,818.745132285299,1436.32191702756,1418.15789394691,1399.99387086625,1381.8298477856,1363.66582470494,1363.665825,982.22134,964.0573169,945.8932938,927.7292708,982.221340011194,964.057316930539,945.893293849884,927.729270769229,909.565247688574,3271.10947,3007.20734,2629.41152,2302.916642,1696.248711,1840.778128,3045.024538,3070.522338,2098.418007,2614.305175,2477.790989,3235.690892,2641.845473,1930.521223,2502.125914,3119.027221,2258.664071,3218.051946,3528.731093,2717.309906,2149.173898,2084.491021,2629.96859,2629.102843,3443.619099,3120.044809,1384.36869,1684.694442,3809.827315,2602.680469
Negative,644.1299289,532.8386341,N1041-644.1-532.8,29428,29373.1,29318.1,29263.2,29208.2,29702.7740775739,29647.8243735499,29592.8746695259,29537.924965502,29482.975261478,28603.7799970942,28548.8302930702,28493.8805890463,28438.9308850223,28383.9811809983,30252.2711178137,30197.3214137898,30142.3717097658,30087.4220057418,30032.4723017178,30032.4723,28878.52852,28823.57881,28768.62911,28713.67941,28878.5285172141,28823.5788131902,28768.6291091662,28713.6794051422,28658.7297011182,23224.06656,32308.67834,33966.0059,28120.44963,19669.25382,33895.26979,34871.01693,36196.71235,26602.31751,16638.72731,31206.79075,34378.65928,65038.77754,17176.2548,19945.14505,43395.71025,35240.709,39016.50926,36765.93356,19016.13814,29549.95576,78507.01257,33886.02564,30524.44813,17596.46861,34864.55765,33787.93671,31366.0261,30606.60583,20651.00847
Negative,644.1303605,505.0681284,N1042-644.1-505.1,14986.8,14944.8,14902.9,14860.9,14818.9,15196.6212626431,15154.6548809534,15112.6884992637,15070.7221175741,15028.7557358844,14357.2936288499,14315.3272471602,14273.3608654706,14231.3944837809,14189.4281020912,15616.2850795397,15574.31869785,15532.3523161603,15490.3859344707,15448.419552781,15448.41955,14567.12554,14525.15916,14483.19277,14441.22639,14567.1255372982,14525.1591556085,14483.1927739189,14441.2263922292,14399.2600105395,14219.23065,15662.40073,13821.55917,14176.69365,4774.687586,15534.77499,14808.75736,17537.02831,12457.64845,6989.301578,14558.58809,16353.17589,10495.7948,6235.312145,7782.794806,16222.18619,18464.72443,17223.85126,9923.919569,6205.820586,17023.69798,16412.89872,16953.29656,13300.81933,6100.105121,12452.76507,17231.46952,36186.30075,7421.587169,8725.324744
Negative,275.9593145,61.19525464,N104-276.0-61.2,3892.1,3842.9,3793.6,3744.4,3695.1,4138.42121659328,4089.1631210214,4039.90502544953,3990.64692987765,3941.38883430578,3153.25930515578,3104.00120958391,3054.74311401203,3005.48501844016,2956.22692286828,4631.00217231202,4581.74407674015,4532.48598116827,4483.2278855964,4433.96979002452,4433.96979,3399.549783,3350.291687,3301.033592,3251.775496,3399.54978301515,3350.29168744328,3301.03359187141,3251.77549629953,3202.51740072766,8224.165483,7637.285369,5835.004671,6019.370717,8144.837171,6503.538229,7554.990647,5204.014173,3981.841498,7876.125508,5197.416775,9596.716025,7090.038495,5546.785705,5663.266415,7600.801283,7378.506483,7646.301006,8392.623437,7499.202961,4624.93995,9597.447028,6285.921222,8639.879196,8267.707236,6720.156524,4696.790374,6302.389321,9109.566412,4839.485415
Negative,645.1424166,546.6767628,N1043-645.1-546.7,71974.2,71586.9,71199.7,70812.5,70425.3,73910.2796674255,73523.0574370172,73135.8352066089,72748.6129762006,72361.3907457923,66165.8350592596,65778.6128288513,65391.390598443,65004.1683680347,64616.9461376264,77782.5019715085,77395.2797411002,77008.0575106919,76620.8352802836,76233.6130498753,76233.61305,68101.94621,67714.72398,67327.50175,66940.27952,68101.9462113011,67714.7239808928,67327.5017504845,66940.2795200762,66553.0572896679,108528.3831,94291.56952,87890.76122,86142.6994,56182.16905,99802.18638,100152.5679,98381.34428,66550.43812,63320.86704,99792.30354,114949.9826,114484.0323,53923.33141,55844.36937,96206.98893,86020.61501,92901.81031,90824.16323,67092.26284,73586.79296,106717.4553,96929.82803,88595.79537,62450.93619,103940.365,95523.69903,101063.2289,103158.5251,59770.58344
