"Table S5. LC-TOF-MS mass signatures that were significantly altered for at least one aphid feeding time point, P value < 0.05 FDR, fold change < 0.5 or > 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Con-early = controls harvested at the beginning of the experiment, Con-late = controls harvested at the end of the experiment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ion mode,m/z,Retention time,Con-early-1,Con-early-2,Con-early-3,Con-early-4,Con-early-5,Con-late-1,Con-late-2,Con-late-3,Con-late-4,Con-late-5,2h-1,2h-2,2h-3,2h-4,2h-5,4h-1,4h-2,4h-3,4h-4,4h-5,8h-1,8h-2,8h-3,8h-4,8h-5,24h-1,24h-2,24h-3,24h-4,24h-5,48h-1,48h-2,48h-3,48h-4,48h-5,96h-1,96h-2,96h-3,96h-4,96h-5
Positive,766.6834907,341.4819875,0.356,0.844,1.494,1.107,1.200,0.867,1.251,1.631,0.905,0.345,0.390,0.420,1.320,0.510,0.400,0.127,0.076,0.378,0.149,0.434,0.548,0.582,0.356,0.295,0.508,0.479,0.256,0.530,1.600,0.649,0.158,0.795,0.602,0.283,0.336,0.229,0.771,0.934,0.236,0.648
Positive,765.0932942,290.6755378,0.000,0.000,2.674,2.326,0.000,0.017,2.311,2.489,0.184,0.000,1.340,0.230,0.000,0.260,0.000,1.000,0.004,0.000,0.114,1.781,1.786,0.000,0.299,0.000,0.409,0.033,0.000,0.241,0.000,0.557,0.000,0.000,0.696,0.162,0.103,0.689,0.737,0.488,1.695,0.000
Positive,761.0881024,292.6713172,0.267,2.024,0.521,1.125,1.064,1.554,1.219,0.789,1.433,0.005,0.460,0.690,2.120,0.880,0.940,2.061,1.583,0.748,1.567,1.729,0.480,0.534,0.464,0.385,1.135,1.474,1.265,0.916,0.701,0.813,0.076,0.811,0.775,0.721,1.143,0.220,0.275,0.272,0.654,0.452
Positive,759.1383594,290.7945659,0.181,2.218,2.164,0.000,0.438,3.061,0.000,1.939,0.000,0.000,1.350,2.720,1.290,1.540,0.210,0.000,0.652,0.000,0.000,0.354,0.308,0.067,0.998,0.000,0.000,0.000,0.935,2.807,0.073,0.000,0.000,0.000,2.000,1.208,0.888,0.689,0.334,1.972,0.000,0.000
Positive,197.1168275,499.2619958,1.081,0.945,1.422,0.784,0.768,0.954,1.013,1.472,1.307,0.254,1.040,1.450,1.150,1.380,1.520,2.310,1.629,2.480,1.747,2.285,1.673,1.798,1.400,1.448,0.962,1.976,1.303,1.482,1.209,1.361,0.629,1.454,1.712,1.539,2.172,2.040,1.012,1.315,1.845,1.081
Positive,197.0655303,382.6387142,0.382,1.519,1.352,0.681,1.066,1.428,0.561,1.574,1.230,0.207,1.250,2.670,1.760,2.030,2.740,1.170,1.039,2.101,1.625,2.147,0.888,2.416,1.651,2.585,0.513,1.024,0.734,1.335,1.534,2.185,0.023,2.093,1.675,1.492,3.822,3.317,1.829,1.091,3.928,1.709
Positive,742.2253196,394.4139953,0.895,0.808,1.644,0.901,0.753,0.861,1.374,1.473,1.182,0.110,1.860,1.870,2.280,3.050,1.280,2.913,1.837,2.843,2.024,2.718,2.686,2.711,2.127,1.892,1.818,2.425,1.495,1.721,1.405,2.164,0.490,2.151,3.668,1.676,3.454,3.200,1.118,1.871,3.213,1.243
Positive,741.2208739,394.6871362,0.980,1.015,1.294,0.868,0.843,1.436,0.724,1.457,1.060,0.324,1.290,1.940,2.040,2.290,1.100,1.994,2.453,2.240,1.509,2.029,1.826,1.928,1.368,1.756,1.425,2.031,1.426,1.546,2.013,1.807,0.405,1.992,2.731,1.116,2.724,3.036,1.036,1.687,2.726,1.292
Positive,739.2042763,439.9825449,0.354,0.790,0.370,1.273,2.212,0.887,1.764,1.439,0.661,0.251,2.710,2.260,6.560,5.300,1.980,0.909,1.417,4.326,0.887,1.846,10.927,4.626,4.073,5.636,0.814,3.165,0.739,2.843,3.872,1.742,0.413,0.897,2.006,0.379,2.340,3.178,1.189,2.527,2.754,2.239
Positive,739.2056675,415.842137,0.501,0.575,0.554,0.687,2.683,0.160,2.963,1.853,0.024,0.000,3.100,5.640,4.900,14.870,3.320,6.181,5.737,15.433,8.967,10.430,25.279,11.016,11.072,11.243,1.773,6.948,2.334,6.103,11.149,3.419,3.581,1.421,7.188,2.846,6.257,6.199,2.096,5.125,5.743,3.223
Positive,196.060355,381.3691112,0.017,0.380,0.713,0.897,2.994,0.000,0.000,1.904,2.997,0.099,0.250,0.140,0.650,1.370,0.750,2.894,3.941,0.726,0.236,1.172,0.844,5.349,1.255,2.275,0.000,0.809,0.700,0.048,0.187,0.295,1.910,1.148,0.060,0.000,0.768,3.699,0.020,0.000,1.297,0.894
Positive,735.3178055,813.1444543,2.045,1.100,1.085,0.436,0.334,1.015,1.510,1.605,0.871,0.000,0.770,1.390,1.240,0.800,0.500,0.771,0.433,0.606,0.571,0.458,0.558,0.681,0.350,0.261,0.306,0.806,0.549,0.261,0.430,0.367,0.000,0.169,0.699,0.388,0.868,0.418,0.937,0.224,0.087,0.061
Positive,734.3156309,813.1446185,2.116,0.964,1.042,0.464,0.414,1.244,1.503,1.183,0.847,0.222,0.790,1.350,1.150,1.100,0.300,1.151,0.409,0.436,0.570,0.518,0.732,0.424,0.567,0.438,0.594,0.776,0.728,0.470,0.286,0.388,0.000,0.193,0.580,0.430,1.049,0.612,0.717,0.262,0.172,0.249
Positive,731.1108662,297.3189592,0.395,0.973,1.900,1.039,0.693,1.443,1.272,0.976,1.309,0.000,1.670,1.300,1.120,1.970,3.930,1.521,1.608,1.434,2.003,2.595,3.189,3.927,3.496,2.034,2.497,0.928,1.453,1.529,1.398,2.039,0.028,2.754,1.917,2.893,4.834,1.925,1.805,1.771,3.005,1.750
Positive,728.6718264,197.1547067,0.661,0.734,1.452,1.250,0.903,1.916,1.514,0.803,0.766,0.000,1.200,1.070,1.260,0.760,2.770,0.901,0.969,0.421,1.430,2.244,1.408,2.513,2.726,1.805,3.801,0.146,0.725,1.892,0.864,1.241,0.000,1.587,1.394,1.040,3.307,1.451,0.863,0.704,2.281,2.131
Positive,726.2204734,273.4595523,0.436,2.334,0.806,1.297,0.126,2.132,0.626,0.257,1.975,0.009,1.450,1.060,1.650,0.920,2.300,0.357,0.419,0.388,0.378,0.429,0.885,2.461,1.544,0.520,1.196,0.376,0.198,1.119,0.373,0.364,0.022,1.346,0.488,0.951,1.321,0.732,1.080,0.708,1.429,0.397
Positive,726.1533886,297.1190706,0.379,1.307,2.267,0.398,0.649,0.976,1.263,1.263,1.499,0.000,1.640,1.690,1.680,1.050,4.060,1.183,1.515,1.939,1.489,2.721,4.086,5.116,3.688,2.196,1.491,1.596,1.035,2.153,1.115,1.696,0.000,3.657,2.595,2.353,3.865,1.785,1.311,1.919,2.395,1.506
Positive,724.1958925,73.56948485,0.900,0.323,1.374,1.282,1.121,0.496,1.799,0.995,1.094,0.616,0.940,0.620,1.880,0.520,0.950,1.415,0.271,0.362,0.103,0.175,1.208,0.762,0.273,1.854,0.745,0.026,0.550,0.088,0.143,0.712,0.429,0.900,1.083,0.728,1.094,0.818,0.711,1.974,2.188,1.696
Positive,723.1937668,70.57874738,1.114,0.698,1.217,1.140,0.831,1.081,1.655,1.147,0.565,0.552,0.550,1.190,1.660,1.250,0.580,0.206,0.702,0.596,0.604,0.377,0.437,0.719,0.947,1.671,1.337,0.379,0.530,0.211,0.824,0.523,0.314,0.850,0.644,0.521,0.996,1.495,1.114,1.109,2.446,1.167
Positive,705.4018673,1475.475185,1.058,1.421,1.394,0.530,0.597,1.097,1.166,1.813,0.806,0.117,1.300,1.720,2.030,2.500,2.320,2.042,1.729,2.413,2.282,2.738,1.684,2.164,2.382,1.836,2.683,1.682,1.970,1.675,1.992,2.054,0.334,1.699,2.338,1.763,2.895,3.361,0.886,1.396,2.626,1.757
Positive,702.263843,72.62923962,1.586,0.461,1.736,1.217,0.000,0.000,2.290,1.093,0.188,1.428,0.880,1.430,1.370,0.700,0.480,0.000,0.978,0.332,0.524,0.000,0.224,0.812,0.411,0.000,0.917,0.223,0.617,0.723,0.685,0.591,0.000,1.129,0.803,0.632,1.024,1.759,1.714,1.700,0.974,0.582
Positive,701.3583112,1055.634962,0.591,0.902,1.677,1.118,0.712,0.981,1.235,1.448,1.178,0.158,1.140,1.500,1.820,1.180,1.180,1.307,1.521,1.968,1.458,1.887,1.839,1.423,1.389,1.283,1.616,1.178,1.255,1.452,1.134,1.535,0.289,1.420,1.973,1.416,2.797,2.268,1.442,2.068,2.798,1.572
Positive,700.4437763,1475.906218,1.073,1.524,1.468,0.177,0.759,1.613,0.750,1.898,0.738,0.000,0.640,0.400,2.800,4.080,2.100,2.679,2.142,2.286,1.200,3.293,2.473,1.525,3.192,2.145,2.015,1.524,1.948,1.876,2.516,2.165,0.443,1.879,4.245,2.515,3.007,3.728,1.656,2.238,2.753,1.684
Positive,699.3712548,1650.631311,0.158,0.933,1.845,1.179,0.884,0.575,1.878,1.862,0.655,0.030,1.400,2.630,1.730,2.230,3.010,1.773,1.490,3.016,2.115,3.089,1.030,2.289,2.747,2.144,1.415,1.881,1.669,1.804,1.750,2.155,0.097,1.608,3.117,1.591,3.750,3.082,1.187,1.781,2.857,1.910
Positive,689.3586524,1101.833966,0.737,1.288,1.068,1.196,0.712,1.501,1.099,1.274,1.069,0.057,1.120,2.790,1.200,1.780,2.030,1.947,1.885,1.885,2.125,1.437,2.045,1.323,2.099,1.179,1.268,1.728,2.156,2.473,2.023,2.591,0.050,1.371,1.627,1.274,2.670,2.582,0.924,1.011,2.716,1.908
Positive,688.8597733,1101.958168,0.701,0.943,1.722,0.876,0.758,1.079,0.529,1.716,1.677,0.000,1.540,2.070,1.690,1.620,1.510,2.449,1.641,1.280,1.343,1.612,2.598,2.467,2.520,1.399,1.463,1.410,1.840,1.461,1.871,2.203,0.190,1.929,2.149,1.875,3.854,2.074,0.776,2.191,3.109,1.369
Positive,687.8364926,60.49759705,1.148,1.824,0.742,0.548,0.738,0.920,1.884,0.685,1.237,0.275,1.330,2.290,1.680,2.110,1.980,1.542,1.359,1.167,1.478,1.956,2.447,2.653,2.330,3.804,3.054,1.949,0.842,1.600,1.394,1.298,0.000,1.580,2.455,2.668,4.453,3.175,2.100,1.687,2.381,1.800
Positive,687.1846487,149.458947,0.067,0.449,1.273,1.944,1.267,1.259,0.878,1.840,1.023,0.000,1.240,1.060,1.560,2.350,3.360,2.297,1.976,4.405,2.217,1.926,1.812,1.620,1.409,1.438,1.321,1.348,0.704,0.854,1.199,1.774,0.032,0.982,1.591,1.074,5.096,2.477,1.583,1.455,3.823,0.937
Positive,677.3707147,1205.672478,0.803,0.720,1.479,1.162,0.836,1.175,1.474,1.576,0.504,0.270,1.150,1.960,1.770,2.600,2.120,1.618,2.091,1.903,1.998,1.974,1.658,1.882,1.961,1.322,2.033,0.965,1.562,1.529,2.139,1.908,0.290,1.348,2.450,1.674,2.986,2.477,1.466,1.601,2.874,1.683
Positive,193.0862498,314.5775442,0.720,1.070,1.844,0.745,0.621,0.761,1.653,1.587,0.867,0.133,0.870,2.010,3.090,2.680,2.890,2.665,3.906,2.413,1.798,4.082,3.296,3.047,1.638,1.364,2.048,2.269,2.084,2.352,1.514,2.765,1.083,2.831,3.849,2.686,3.762,4.178,1.653,1.361,5.376,1.467
Positive,675.355512,832.4001101,0.791,1.228,1.316,0.746,0.919,1.209,1.421,1.142,1.065,0.163,1.520,2.020,0.890,1.660,1.320,2.456,1.879,1.615,1.632,2.735,2.153,2.553,1.894,1.116,2.374,1.265,2.292,1.610,1.570,1.411,0.533,2.471,2.184,1.936,4.238,2.979,1.594,1.231,3.108,1.627
Positive,675.3549907,1222.706438,1.001,0.741,1.456,0.750,1.052,1.181,1.138,1.963,0.678,0.040,1.280,1.830,1.100,2.350,1.630,2.240,1.824,2.192,1.939,2.452,2.772,1.959,2.917,1.901,2.183,1.587,1.487,1.837,1.654,1.670,0.707,2.267,2.906,2.884,4.368,3.333,0.866,1.616,3.702,1.593
Positive,674.8399762,60.3570721,1.614,0.758,1.075,0.471,1.083,0.948,1.091,1.509,1.299,0.153,0.500,2.020,1.440,1.200,0.890,1.908,2.437,1.367,1.769,1.879,2.733,2.244,1.989,2.046,1.646,1.040,1.256,1.360,1.370,1.835,0.657,2.154,1.691,1.341,3.190,2.706,1.707,1.118,1.841,0.563
Positive,672.3896874,472.8043977,0.881,0.924,1.795,0.860,0.540,1.719,1.125,0.944,1.164,0.049,1.080,1.280,1.770,1.920,0.990,2.016,1.987,2.379,2.731,2.298,2.527,2.111,2.325,1.906,1.669,2.431,1.676,0.944,1.646,1.977,0.680,1.189,1.360,1.181,3.669,2.494,1.112,1.409,3.418,1.528
Positive,671.321519,1570.632992,0.586,1.021,1.111,0.680,1.602,0.812,0.900,2.226,1.062,0.000,0.240,0.140,1.850,7.690,3.060,1.550,1.387,14.184,6.085,4.405,1.260,2.396,3.203,2.541,1.601,1.995,0.706,0.430,0.679,1.918,0.000,0.512,1.847,0.626,2.221,0.731,0.210,0.354,0.627,1.411
Positive,188.0701876,221.6255257,0.745,1.371,1.820,0.623,0.441,0.967,1.451,1.340,1.089,0.153,1.750,2.740,2.520,4.460,3.370,2.653,2.887,4.002,1.867,2.788,2.458,4.243,4.739,1.911,2.488,2.711,1.583,2.305,2.762,1.517,0.931,3.090,5.510,3.231,3.642,4.535,1.733,2.947,5.143,3.097
Positive,670.3982604,1222.461606,1.376,1.193,1.093,0.640,0.698,1.142,1.293,1.789,0.756,0.020,1.670,2.560,0.840,2.170,1.750,2.968,2.280,2.079,1.386,1.541,2.342,2.458,2.905,1.526,1.844,2.387,1.939,2.091,2.018,1.979,0.659,2.121,1.789,2.210,2.692,2.847,0.738,1.765,2.789,1.443
Positive,669.3719453,42.65463178,0.885,0.871,1.064,0.902,1.279,1.134,1.339,0.840,0.866,0.821,1.110,1.010,1.380,0.670,0.950,0.644,0.888,1.418,1.719,1.690,0.599,0.718,1.173,0.415,0.889,1.799,1.237,2.784,1.463,2.194,0.454,0.686,0.375,0.387,0.376,0.481,1.289,0.957,0.528,1.112
Positive,667.367307,1569.992375,1.175,0.000,0.000,3.825,0.000,,,,,,8.210,0.000,0.000,4.890,13.450,19.651,0.000,18.526,32.196,7.714,57.976,45.083,0.000,7.288,0.000,0.848,0.000,0.000,0.000,0.000,42.920,0.000,0.000,0.000,45.503,0.780,41.999,0.000,0.000,33.473
Positive,666.8469375,59.8378902,1.442,1.244,1.040,0.722,0.551,0.443,1.476,1.795,1.256,0.030,1.630,3.320,0.880,1.270,1.210,1.806,3.323,1.748,1.092,2.001,2.401,2.271,1.683,2.269,2.607,1.550,1.133,1.377,0.937,0.971,0.399,2.246,2.085,1.501,3.417,1.469,1.659,2.060,1.881,1.194
Positive,666.3659974,1570.547616,1.979,0.646,1.082,0.646,0.646,0.619,0.907,2.281,1.193,0.000,0.680,1.040,2.600,7.650,2.690,0.569,2.218,19.685,9.948,1.629,1.209,2.531,2.620,1.076,0.987,6.153,0.833,0.000,0.199,3.496,0.118,0.962,3.685,0.397,3.094,0.426,0.048,0.270,0.072,0.373
Positive,665.8525239,59.5210158,1.077,1.351,1.312,0.574,0.685,0.974,1.169,1.629,1.095,0.134,2.410,1.970,1.240,2.140,2.500,1.427,2.196,2.733,1.603,3.087,2.499,2.857,2.008,2.154,1.597,1.291,1.968,1.662,1.613,1.687,0.192,2.079,1.886,1.928,3.066,2.375,2.243,1.687,2.716,1.490
Positive,659.8520365,60.33749033,0.000,0.758,1.491,1.498,1.253,0.431,0.000,2.961,0.784,0.823,4.720,0.770,2.060,6.390,10.900,6.020,7.544,4.616,4.087,10.675,7.600,9.592,6.110,18.798,1.687,5.010,3.990,2.306,2.059,4.694,0.568,7.345,0.000,4.068,2.608,9.462,5.662,3.861,5.289,3.463
Positive,658.9754175,90.77228527,0.665,1.354,1.195,0.948,0.838,1.539,1.460,1.503,0.454,0.045,0.370,1.860,1.440,1.740,2.070,1.859,2.985,2.444,1.218,1.958,1.543,2.613,2.576,1.849,1.616,1.648,1.482,1.377,1.964,2.207,1.203,1.679,1.507,1.451,3.075,2.707,1.984,1.554,3.750,1.779
Positive,657.8521522,59.58759144,1.037,0.924,1.509,1.161,0.368,0.993,1.565,0.970,1.052,0.419,2.180,1.450,1.280,1.670,1.500,1.545,2.257,1.825,1.095,1.685,2.065,3.149,1.890,1.680,2.583,0.868,0.433,1.612,1.547,1.042,0.138,0.698,2.939,2.173,1.011,2.274,1.243,2.039,1.680,1.282
Positive,656.8565387,59.83207183,0.000,0.493,1.736,1.882,0.888,0.000,0.000,3.636,1.364,0.000,2.330,2.330,1.800,3.010,1.970,2.252,2.387,2.666,3.075,4.487,0.000,9.486,3.602,4.034,2.731,1.475,0.537,1.424,2.265,1.651,4.761,2.248,5.880,1.495,10.224,2.860,3.886,2.294,6.165,3.586
Positive,654.8561302,59.96348983,0.654,1.019,1.127,1.944,0.256,1.674,1.845,1.122,0.311,0.048,2.200,0.740,1.680,1.850,2.610,1.916,1.858,3.059,2.742,1.949,1.171,2.153,1.383,1.077,1.661,2.991,2.384,3.281,2.911,1.367,0.548,2.197,2.006,0.975,2.909,1.915,1.082,3.451,4.093,1.534
Positive,654.3362767,1278.166639,0.905,1.180,1.280,1.635,0.000,0.531,0.919,2.610,0.925,0.014,0.000,0.110,0.780,0.720,0.000,0.000,0.000,0.144,0.397,0.000,0.604,1.703,0.000,1.694,0.765,1.215,0.000,0.605,0.000,1.023,0.000,0.950,2.445,0.118,0.388,0.083,2.451,0.906,0.696,1.484
Positive,182.1252415,864.2661806,0.956,1.159,1.542,0.832,0.511,1.338,1.698,1.057,0.621,0.286,1.900,1.880,1.690,2.190,1.880,2.616,1.839,2.217,1.478,2.460,2.686,2.916,2.685,2.021,1.931,1.554,1.535,1.651,1.489,1.662,0.567,2.083,2.164,1.608,3.109,3.133,1.316,1.720,3.175,1.179
Positive,638.2995734,381.2580422,0.818,2.031,1.465,0.200,0.486,2.690,0.370,0.733,1.160,0.047,0.970,2.730,1.510,3.390,1.650,5.628,4.946,1.541,2.718,2.385,2.786,4.115,3.428,4.531,4.241,2.940,1.957,2.094,3.320,2.435,1.543,4.796,4.202,3.375,5.373,5.752,0.058,1.564,8.715,1.149
Positive,637.3764896,1266.498531,0.875,0.533,1.295,1.542,0.755,1.400,1.810,0.781,0.913,0.096,1.040,2.290,1.770,1.740,1.810,2.154,1.454,1.723,0.840,2.502,2.417,2.212,1.658,1.241,2.486,1.517,2.114,1.443,2.503,1.291,0.346,1.787,2.030,1.415,3.133,2.709,1.094,1.834,2.500,1.559
Positive,182.0808947,97.95123098,0.667,1.207,1.283,1.150,0.693,1.516,0.892,1.461,1.103,0.028,1.810,1.470,1.890,2.440,1.970,1.880,1.510,2.016,1.450,2.198,2.861,3.491,2.759,2.097,2.738,1.628,1.298,1.784,1.308,1.256,0.117,2.697,2.834,3.625,3.018,2.568,1.033,2.152,2.735,1.144
Positive,634.8765206,21.06655832,1.170,0.737,1.002,0.759,1.332,0.887,0.917,0.989,0.846,1.361,1.110,0.760,1.390,0.660,1.350,2.021,3.140,0.759,1.845,2.459,1.845,1.583,1.007,1.684,1.973,3.414,0.883,1.006,1.733,0.947,1.557,3.152,1.093,1.091,2.287,0.888,0.896,2.075,0.817,1.008
Positive,634.4105788,1203.358682,0.880,0.687,1.846,0.652,0.935,1.183,0.920,1.750,1.091,0.056,1.310,1.440,1.270,1.800,2.550,3.215,2.629,4.706,1.745,4.794,3.285,2.220,2.447,1.727,2.092,3.147,2.085,1.233,2.735,2.038,0.172,2.713,2.213,1.738,5.326,3.741,0.950,2.040,2.972,1.556
Positive,633.8565955,60.03385576,0.530,0.790,2.625,0.357,0.699,1.106,1.168,1.152,1.574,0.000,2.710,1.510,1.290,2.500,2.430,1.875,1.358,0.950,1.701,3.060,1.355,2.337,3.160,1.898,1.569,1.054,0.958,1.090,1.486,1.338,0.303,0.832,1.697,1.112,2.742,3.111,0.373,1.350,2.414,1.143
Positive,633.4064727,1203.343038,0.659,0.889,2.120,0.590,0.741,1.214,1.089,1.497,1.192,0.008,1.460,1.700,1.410,2.030,2.100,2.281,1.902,3.741,1.685,3.873,3.018,2.876,2.376,1.868,1.754,2.224,1.526,2.215,2.121,2.067,0.252,2.569,2.901,1.464,4.686,3.478,1.068,1.907,3.362,1.057
Positive,632.8553771,60.24703674,1.000,0.775,1.338,0.797,1.090,0.522,1.476,1.312,1.403,0.286,0.630,1.930,1.210,2.110,1.570,2.295,2.130,0.822,1.389,1.640,4.000,3.380,3.836,2.260,3.454,0.934,1.552,1.955,2.119,1.679,0.331,3.199,2.124,1.807,2.148,2.648,1.385,2.463,2.607,1.183
Positive,120.081351,128.5640138,0.689,1.046,1.533,1.027,0.706,1.308,0.830,1.407,1.162,0.291,1.760,1.830,1.490,1.790,2.370,1.964,1.802,1.971,1.215,2.369,3.344,3.122,2.650,1.889,2.135,1.577,1.086,0.715,1.153,1.386,1.022,2.731,2.573,2.167,3.351,3.235,1.384,2.678,3.130,1.993
Positive,181.1211255,404.8017271,0.828,0.516,1.359,0.929,1.368,1.399,1.436,1.092,0.888,0.185,0.690,1.880,1.370,1.380,2.120,1.266,0.849,2.140,1.752,2.251,1.359,1.716,1.655,1.394,1.361,1.342,1.471,2.019,1.497,1.793,0.290,1.042,1.762,1.288,2.798,3.515,1.993,1.739,2.651,1.999
Positive,629.2380548,1606.200816,0.584,1.083,0.319,1.699,1.316,0.811,0.914,2.174,1.041,0.060,1.860,1.620,2.050,1.990,1.610,1.700,2.753,0.924,1.477,2.368,2.807,1.948,2.677,2.095,2.094,1.805,2.564,1.645,2.652,2.177,0.278,1.162,1.901,1.474,3.547,3.825,2.255,1.429,3.882,1.578
Positive,627.3886981,1203.343038,0.482,0.748,2.041,0.912,0.817,1.450,1.035,1.113,1.401,0.000,1.500,1.000,2.070,2.030,2.180,1.860,1.653,5.010,2.764,2.510,2.905,2.459,2.311,2.134,1.402,2.524,2.276,1.602,2.569,2.249,0.246,2.362,2.513,1.956,5.067,3.213,0.886,1.627,3.575,1.056
Positive,627.3221987,1177.845912,0.440,0.456,1.883,1.477,0.744,1.131,1.328,1.602,0.933,0.007,0.680,0.860,1.280,1.270,0.910,0.164,0.896,0.575,0.323,0.314,1.077,0.650,1.097,1.055,1.012,0.236,0.682,0.121,0.647,0.356,0.080,0.800,0.784,0.258,0.779,1.728,1.723,1.722,2.922,1.161
Positive,625.8515077,60.41532242,0.920,0.747,0.900,1.378,1.054,0.465,2.262,0.790,1.312,0.171,0.280,3.060,1.400,1.510,2.130,1.661,1.686,2.512,1.347,1.375,2.167,2.703,2.703,2.172,1.911,1.851,0.900,1.274,1.375,2.446,0.183,1.918,1.648,2.736,2.881,2.930,1.689,2.721,1.600,1.176
Positive,624.8552624,60.43037242,1.356,1.325,1.509,0.513,0.297,2.096,0.768,1.605,0.530,0.000,1.540,1.240,1.930,1.000,1.740,1.826,1.785,1.916,1.761,1.299,2.179,2.661,1.960,3.172,1.170,2.267,0.961,0.998,1.729,0.926,0.777,1.676,2.714,1.652,2.561,2.529,0.681,1.342,3.346,1.625
Positive,623.8560645,60.14175587,1.052,0.621,1.924,0.467,0.937,0.667,1.929,1.545,0.315,0.545,1.570,1.870,1.710,2.490,2.020,2.021,1.349,2.046,0.819,2.172,3.248,3.923,3.135,3.201,1.685,1.735,1.473,1.861,1.206,1.994,0.067,2.811,3.155,2.119,2.056,2.752,1.844,1.721,3.367,1.073
Positive,181.0494125,289.8182892,0.000,0.278,0.114,3.627,0.981,2.052,0.556,1.399,0.000,0.993,0.000,0.470,0.510,2.440,2.620,0.000,0.557,0.000,0.649,1.468,0.031,1.091,0.000,0.557,0.000,0.000,0.167,0.000,0.274,0.773,1.060,0.479,0.252,0.000,2.044,1.868,0.000,0.308,1.449,1.005
Positive,622.1093591,384.6959731,0.000,0.514,2.829,1.657,0.000,0.000,4.981,0.000,0.019,0.000,0.000,0.000,6.920,2.010,48.160,0.303,1.023,0.000,0.794,1.428,1.649,1.646,1.274,0.000,0.097,1.718,0.215,0.290,0.234,2.987,0.000,0.000,0.000,0.152,1.279,0.611,0.895,0.048,0.179,0.093
Positive,621.1075266,383.3551784,0.453,2.066,0.649,1.300,0.531,1.006,3.173,0.286,0.451,0.084,0.020,0.030,0.590,0.180,17.480,0.917,0.294,0.067,0.863,0.374,0.174,1.162,0.097,0.478,2.442,0.417,0.024,0.523,0.000,1.182,0.001,0.515,0.000,0.213,1.893,0.096,0.295,0.105,0.291,0.716
Positive,620.8583293,60.44285506,0.875,0.628,2.037,0.934,0.526,1.231,0.721,1.100,1.282,0.666,0.800,2.430,2.210,2.060,1.170,2.154,2.401,1.405,1.403,2.292,2.589,3.892,2.550,2.394,1.089,1.601,1.390,1.465,1.624,1.434,0.083,1.633,2.174,3.705,3.395,3.401,2.146,1.437,2.621,2.167
Positive,618.2731959,1187.657242,0.681,0.710,1.393,1.497,0.718,1.081,0.976,1.695,1.010,0.238,1.420,1.800,2.030,1.760,2.180,1.714,2.740,3.770,2.791,2.951,2.275,1.859,2.346,1.811,1.071,2.444,2.111,2.236,2.522,3.214,0.429,2.164,2.865,2.061,3.107,3.712,2.032,1.942,4.093,1.522
Positive,617.268518,1187.649645,0.543,0.561,1.943,1.045,0.908,1.265,1.129,1.401,1.134,0.071,1.620,2.020,2.250,1.370,2.880,2.156,2.506,2.988,2.225,2.468,2.913,1.955,2.257,1.839,1.570,1.983,1.677,1.675,1.951,1.845,0.523,1.674,3.069,2.096,4.248,2.232,1.629,1.716,2.126,2.079
Positive,616.3904863,1576.986475,1.159,0.865,1.817,0.428,0.731,0.643,1.946,1.335,1.072,0.005,1.520,2.800,1.420,6.520,2.930,2.217,4.334,9.704,4.520,3.319,1.231,1.951,5.716,4.967,1.691,2.830,2.059,2.601,3.109,1.857,0.000,2.231,3.317,2.488,5.154,4.402,0.933,2.311,1.863,1.005
Positive,615.3862995,1576.794813,0.971,1.030,1.360,0.926,0.713,1.615,1.876,0.626,0.790,0.092,0.930,2.880,3.330,7.090,2.550,2.431,4.619,10.125,3.575,3.801,2.615,4.623,6.998,7.765,2.709,3.247,2.444,2.198,3.225,2.406,0.688,2.255,5.006,1.899,7.578,3.963,1.117,0.958,2.317,2.091
Positive,612.4269602,1203.543831,0.344,1.130,2.165,0.566,0.795,1.050,1.051,2.000,0.888,0.011,1.520,1.510,1.360,0.530,1.820,2.486,2.329,4.449,1.780,5.039,3.354,3.392,3.097,1.789,2.011,2.713,1.613,1.824,2.035,2.182,0.048,2.693,2.906,1.844,6.711,4.319,1.011,1.887,3.435,1.575
Positive,611.4329664,1576.763626,1.634,0.958,1.408,0.514,0.486,0.797,2.513,1.016,0.602,0.072,1.990,1.780,3.510,8.480,2.290,4.552,5.316,10.837,3.263,4.209,2.659,3.289,9.380,7.701,3.564,3.876,2.432,1.535,2.459,3.390,0.206,2.637,6.005,1.261,9.864,6.417,0.293,1.451,3.635,2.582
Positive,611.4241982,1203.523937,0.637,0.972,2.105,0.515,0.770,1.286,1.121,1.540,1.053,0.000,1.360,1.540,1.420,2.170,2.560,2.809,2.293,4.548,1.618,4.621,3.080,3.134,2.922,2.017,1.587,2.338,1.337,2.024,2.817,2.055,0.063,2.305,2.874,1.896,5.954,3.774,0.896,1.723,4.460,1.294
Positive,611.1851272,600.9812774,0.331,1.355,1.307,1.097,0.910,1.511,1.040,1.431,0.956,0.062,0.520,1.650,1.280,1.420,0.830,1.872,2.081,1.521,1.297,1.569,1.806,1.636,1.852,1.278,1.209,1.452,1.249,1.245,1.236,1.080,0.475,1.575,1.315,1.362,2.428,2.330,1.832,1.471,3.039,1.700
